Rate,Seller,Comment
5,Trendyol,Telefon için birşey yazmaya gerek yok iPhone kalitesi 👍🏻 Hızlı sıkıntısız ve iyi paketlenmiş olarak teslim edildi.
5,Trendyol,Telefon güzel sağlam paketli geldi
5,GpnTeknoloji,Telefon çok iyi bildiğiniz iPhone teslimatta paketleme de sorun yok tek sorun eski telefonum iPhone 12 pro max olduğu içi bu telefon bana baya baya küçük geldi onun dışın da hiç sorun yok satıcı gayet iyi güvenip sipariş verin ben 13 pro max alacağım için iade ediyorum ve yine aynı satıcı dan alıcam
5,Gürgençler Apple Yetkili Satıcı,Kargolandıktan sonra 1 gün içinde elimdeydi. Satıcıya teşekkür ederim. Çok beğendim eşim bana doğum günü hediyesi olarak aldı bayıldım gerçekten ıphone kalitesi. 😍
5,MediaMarkt,Ürünü yollarken basılı fatura gönderin Mediamark. Telefon bu sonuçta.
4,ALDIMGİTTİ,İmei no ve apple Türkiye desteği olup olmadığını sorguladım bir sıkıntı yok 👍🏼 cuma saat 4 civari sipariş vermiştim Cumartesi sabah 10 da telefon elimdeydi 👏🏼 hızlı kargo için satıcıya teşekkür ederim. 1 yıldızı kabın dışında jelatin olmadığı için kırdım.
5,Teknosa,Paketlemeden tut ürüne kadar herşey çok mükemmek korkarak siphariş ettim ama yanılmışım  canım telefonuma kavuştum
5,Cepekspress,"Elime ulaşmayan telefonun neyini değerlendireceğimi bilemiyorum :) kargo siparişimden 1 saat sonra satıcı tarafından trendyol expresse teslim edildi ve kargomu kaybettiklerini siparişin 5. Gününe kadar her gün arayarak anca öğrenebildim, tam 1 hafta oldu ve iadem inceleme sürecine girdi 21 gün sürebileceğini belirten mesaj geldi, 1 hafta boyunca her gün trendyolu aramak zorunda kaldım bu sürede ürünün fiyatı arttı başka bir yerde bulduğum kampanya sonlanacak ve o zamana kadar ücret yatmamış olacak büyük ihtimal. Her açıdan hayal kırıklığı yaşatan bir deneyim oldu bundan sonra trendyoldan sipariş vermek mi, asla :) satıcıyla iade işlemleri için görüştüm gayet ilgililerdi süreci hızlandıracaklarını belirttiler güvenli bir şekilde bu satıcıdan alışveriş yapabilirsiniz"
5,Nasa İletişim,"Ürün kesinlikle orijinal , satın alırken endişelerim vardı ancak elime aldıktan sonra kontrol ettim ve istediğim sonuca ulaştım. Ancak paketleme özensiz geldi 1 kapat patpata sarılıp poşet içinde gönderilmemeliydi diye düşünüyorum ."
5,CİN CİN ELEKTRONİK,"Tek kelime ile MÜKEMMEL. 0 çizik 0 hasar, kargo kutusunda bile darbe yoktu. Kesinlikle orijinal çok memnun kaldım."
1,Trendyol,telefon geldi ama faturası yoktur faturasıni gönderilmesini istiyorum
1,Mobifon,Şimdi ürün elime ulaştı ama faturası yok neden ? Konuyla ilgilenirmisiniz yoksa iade oluşturucam ?
5,Trendyol,"Telefonu 37 bine aldım, 2 gün içinde elime ulaştı paketleme güzeldi gönül rahatlığıyla alabilirsiniz orijinal ürün sıfır açılmamış kutu yorumlarda açılmış kutuyla karşılaşanları gördüm özellikle trendyol satıcısından aldım çok memnunum. 7 plustan geçtiğim için telefon biraz küçük geldi onun dışında kamera mükemmel fiyatına göre bu devirde alınabilecek en iyi telefon diyebilirim."
3,Trendyol,Fiyatı trendyolda daha iyiydi ama paketleme çok kötüydü patpata sarmışlar güya ama patpat düşmüştü telefondan yani pahalı bir ürün alıuoruz daha dikkatli olsanız keşke
5,Trendyol,paketlemesi çok güzeldi sıkıntısız 0 gelldi
1,Teknosa,Ürün paketlemesi gerçekten çok kötü. Teknosadan iphone 13 aldım fakat tuşlu telefon muamelesi yapılmış kargo paketi hazırlanırken. Kutunun içine en azından köpük konulabilirdi.
5,Mobifon,paketleme biraz daha özenli olabilirdi ama genel olarak çok sevdim🫶🏻🫶🏻
4,Nasa İletişim,Kargo hızlıydı ama ürünün kutusu zedelenmişti o yüzden bir puan kırdım
5,Trendyol,Sorunsuz 1 günde geldi tşkler
5,Ceptemax ,Arkadaşıma aldık kapalı kutu orjinal ürün hızlı teslimat için teşekkür ederim
4,Denkel,Paketleme biraz özensizdi daha iyi olabilirdi orijinal ürün ve hızlı kargo
1,Trendyol,Paketleme inanılmaz kötü geldi. Eşime hediye aldım akşam açacak kendisi bakalım arızalı mı değilmi görcez
1,Gürgençler Apple Yetkili Satıcı,Ürün geldi ama faturaya bir türlü ulaşamıyoruz. Karşımızda muhatap bulamıyoruz. Konu ile ilgili iletişime geçer misiniz lütfen
5,Trendyol,Hızlı kargo için teşekkür ederiz.  Paketleme çok güzel. Sağlam şekilde elimize uğraştı.   Teşekkürler
5,Trendyol,Çok tedirgin olup aldım ama çok memnunum paketlemede gayet iyiydi
5,Trendyol,Paketleme çok iyiydi
5,Teknosa,Paketleme iyiydi hasarsızdı
5,Trendyol,ürün elime sağlam bi şekilde ulaştı paketlenmesi gayet iyiydi ama sigortası çıkmadı üründen gayet memnunum
5,Teknosa,ÜRÜNÜ TESLİM ALDIM. 36.600 TL. GAYET ŞIK VE GÜZEL FATURA YANINDA GELDİ.
1,Trendyol,Kargo kötü bildiğiniz kutunun içine atmışlar trendyol'dan telefon asla almam
5,MediaMarkt,Herşeyi çok iyi ama paketleme özensiz
5,Teknosa,Ürün göründüğü gibi geldi ve hızlı elime ulaştı
1,Trendyol,Trendyoldan beklenmedik bir paketleme..  yüksek tutarlar ödeyerek aldığımız telefonun daha özenli paketlenmesini beklerdik. Kutuyu açtığımızda havalı poşetin yarısı patlamış bi şekilde olduğunu ve kutu içinde sallana sallana geldiğini gördük. Ürünü açtığımızda bir hasar mevcutsa eğer asla kabul etmeyeceğiz. Bu şekilde bir taşıma sistemi olmamalı. Az daha itinalı çalışmanızı rica ederim…
5,Trendyol,"Özenli paketleme, apple kalitesi zaten tartışılmaz. 10 numara 5 yıldız 🌟"
5,Erpa Holding,Ürün gayet sıkıntısız firma sahibi çok özenli 1 gün içinde kargom geldi
4,Trendyol,ürünün en dışında jelatin yoktu açılmış mı anlamadım.Paketlemeyi bu ürün için yeterli bulmadım kırılabilir hassas bir ürün sonuçta patpatlanabilirdi.Ürünü beğendim güzel.
5,Cepekspress,Önce kargodan zarar görür diye kuşkulanıyordum herşeyi ile harika
5,ZTK AKSESUAR,"Çok teşekkürler, sorunsuz güvenli bir şekilde geldi."
5,Trendyol,"Ürün sorunsuz şekilde elime ulaştı. Imeı numarası ile sorgulama yaptığım zaman sorunla karşılaşmadım. İlk defa internetten telefon aldım ama sıkıntı yaşamadım, tavsiye edebilirim."
5,Trendyol,Kargom hızlı ve sorunsuz geldi teşekkürler
5,BittiBitiyor,Orijinal ürün ✨
5,Aksaray İletişim,Ürün orjinal ve iyi paketlenme bide 24 saat gecmeden kargo elimdeydi tesekkürler
3,Trendyol,telefon harika androidden iPhone'a geçen birisi olarak bariz bir fark olduğunu hissediyorum zaten. yalnız kargo inanılmaz geç geldi neredeyse on gün boyunca Trendyol express kargonun kargomu getirmesini bekledim.
1,Trendyol,Fatura yanlış kesilmiş defalarca aradım dönüş olmadı iade edecem
1,Trendyol,Bu kadar pahalı bir ürün böyle kargolanmamalı bir tane hava poşetine doğru düzgün sarılmamış bile sallana sallana gelmiş tlfna diyecek söz yok
4,Teknosa,Gayet güzel… kapalı kutusunda geldi
4,Netistasyon,Paketi özenliydi gelmesi uzun sürmedi
5,Nasa İletişim,çok tereddütte kalarak almıştım ama satıcı mükemmel çok hızlı çok güzel bir paketlemeyle geldi faturası içerisindeydi kayıtlı ürün güvenilir sıkıntısız bir alışveriş oldu
5,TekCep,Telefon zaten mükemmel sorun yaşamadım ama kargo için tereddüt içindeydim güzel paketlenmiş teşekkürlere
5,MediaMarkt,sağlam paketleme hızlı teslimat
5,BittiBitiyor,Ürün sıkıntısız geldi. Orjinal ürün.
5,Trendyol,apple kalitesi cok güzel orjinalligine diyecek yok zaten gonul rahatligi ile alabilirsiniz
1,Trendyol,"Ürüne 5 yıldız, satıcı trendyola 1 yıldız veriyorum. Hayatımda bu kadar kötü paketleme görmedim. Ufacık telefon kutusunu kocaman karton kutuya koymuşlar. Patpat diye koydukları şeyin içinde hava yok. Sallana sallana gelmiş. Telefon kutusunun kenarları ezilmişti hep. Neyse ki cihazda bir şey yok. Bu kadar pahalı bir üründe bu kadar kötü paketleme hiç yakışmadı trendyol."
5,Gürgençler Apple Yetkili Satıcı,Kutulamada bir sıkıntı yoktu 3 gün içinde elime ulaştı
3,Trendyol,"Ürünün en dış kutusundaki jelatin yoktu,bu durum beni sinir etti ! Sorgulamasını yaptığımda sorun çıkmadı . Telefona bayıldım o ayrı mevzu…"
5,Teknosa,Güvenle alabilirsiniz ve kargolama çok iyiydi güvenilir sağlam bir şekilde elime ulaştı
4,Trendyol,Görüntü kalitesinden memnunum ama konuşurken sesinde sıkıntı oluyor . Yalayan var mı . İçinde garanti belgesi ve fatura çıkmadı .omu nasıl isteyebilirim b
5,CEPTELEFONU.ONLİNE,"Güzel paketleme, orijinal ürün teşekkürler 🤩"
5,Trendyol,"ÖNCELİKLE KARGOM GAYET SAĞLAM GELDİ,2 GÜN İÇİNDE TELEFON ELİMDEYDİ,TELEFON BİR HARİKA ZATEN YORUM YAPMAMA GEREK YOK,SATICI GÜZEL KARGOLAMIŞ SIKINTISIZ ELİME ULAŞTI."
5,Trendyol,hiçbir sorun cıkmadı teşekkürler
4,Trendyol,Ürün gayet güzel ama paketleme hiç güzel değildi. Telefon ve airpodsu bi ince kutuya koyup göndermişler doğru düzgün paketleme olmamasına üzüldüm.
5,Odak iletişim,Ürün 2 gün gibi kısa bir sürede elime ulaştı kutuda en ufak bir yıpranma vs de yoktu telefonla beraber kurulmaz cam ve Kılıf hediyesi geldi satıcıya ilgisi ve kargodan dolayı çok teşekkür ederim kesinlikle tavsiye ederim🙏
4,Teknosa,Telefonla ilgili bir sıkıntı yok ama kargolar daha özenli olmalı
5,Trendyol,Telefondan gayet memnunum tek sıkıntı kargo koruması yoktu kutunun içindeydi sadece
4,Trendyol,Kargo pat pat olmadan gelmiş bu tarz bir gönderi kanımca doğru değil. Şimdilik ürün sorunsuz 7 pula dan eşleşme yaptım oldu şükür.sağlıkla huzurla bereketle uzun yıllar sorunsuzca kullanmamayı arzı ediyorum. Elazığ’a çok koşa bir zamanda geldi bunun için teşekkür ederim 🧿
1,Trendyol,Trendyol satıcısından aldık ama NFC özelliği yok telefonda hatalı ürün yolladılar ilgilenip yenisini gönderirlerse tekrar yorum yaparız o kadar para verip böyle ürün göndermeleri can sıkıcı
1,Teknosa,Ürünü sıfır aldım yenilenmiş cihaz geldi o yüzden iade ettim ve kaç gündürde bekliyorum mağdur oldum
4,Maya Pazarlama,İlk defa iphone kullanıyorum kalite inanılmaz efsane bişey kargolama cok iyidi onun için ayrıca teşekkürler tek yıldız eksik vermemin nedeni şarjı çabuk bitiyor gibi geliyor bana bir kaç gün daha beklicem ona göre yine yazarım onun dışında sorunsuz teslim edildi satıcı güvenilir iyi alışverişler herkese ☺️
1,Trendyol,Maalesef çizik çıktığı için iade kargo ve satıcı sorunsuz
5,Cepekspress,2 gün içinde geldi telefonda bir sıkıntı yok harika
5,TekCep,ÜRÜNÜM GELDİ TEŞEKKÜRLER TAMDA İSTEDİĞİM GİBİ SIFIR KUSUR
5,Trendyol,Ürün belli ancak satıcıntrendyolun kendisi olmasına rağmen bu fiyata kargo parasını müşteriden aldı yazık
4,Trendyol,Üründe bir sıkıntı yok orijinal ürün sadece paketlenmesi çok kötüydü. Kırılmadan geldiği için şükrettim açıkçası.
5,Trendyol,Güzel beğendim ama banada garanti belgesi gelmedi şuan kullandığım için onu cekemedim eskiyi cekdim
5,Trendyol,Hızlı kargo ve güzel paketleme sorunsuz ulaştı teşekkürler 🌸🌸
4,Trendyol,Ürün paketlemesin özenli değildi büyük bir kutunun içine küçük bi kutu sallanma ihtimali yüksek olduğu halde o şekilde bırakılmış daha dikkat edilmesini öneriyorum
5,Trendyol,Androidden geçiş yaptım ilk defa kullanıyorum beğendiğim aynı zamanda hala alışmaya çalışıyorum paketleme güzeldi kamera güzel birazdan bu kamera ile çektiğim fotoğrafları bırakıyorum
5,Trendyol,Kargo ile futbol oynamışlar içinde şişme poşet bile yoktu kargolama kötü
5,Trendyol,İphone 11 den 13 e geçiş yaptım bence yine de fark var baya apple kalitesi.. ayrıca kargo aşırı hızlı bir gün bile geçmeden elime ulaştı teşekkürler trendyol
5,Trendyol,Siparis verdikten 2 gün sonra ürün eline ulaştı cok memnun kaldım güvenerek sipariş verebilirsiniz
5,Trendyol,Ürün orjinal
5,Gürgençler Apple Yetkili Satıcı,paketleme yeterli düzeydeydi.kırılma ya da sarsılma olmamış.orijinal iphone..gönül rahatlığı ile alın.
5,CİN CİN ELEKTRONİK,Sıkıntısız bir şekilde elime ulaştık
5,BittiBitiyor,Paketleme süperdi
5,Teknosa,Ürünü anlatmaya gerek yok. Hızlı kargo ama sipariş verdikten sonra neden 2 gün sonra kargoya verilir anlamıyorum. Şu işi HB gibi yapamıyorsunuz
5,Trendyol,Ürün sapasağlam elime geçti paketleme çok özenliydi teşekkür ediyorum trendyol
2,Trendyol,Asla korunaklı gelmiyor. Onun dışında söylenecek bir şey yok apple. Ha bu arada korunaklı yollayın notuma rağmen dümdüz kutuya koyup yollamışlar çorba gibi sallanıp gelmiş. Bu fiyata böyle mi yollanmalı yakışmıyor kargodan kırıyorum tüm puanı
3,CİN CİN ELEKTRONİK,İnanıllmaz geç ulaştı ama sıkıntısızdı güzel paketleme
5,Koycebine,Ürün sıkıntısız geldi garantisini başlatıp göndermişler imei falan da sorgulattım hiç bir sıkıntısı yok güvenle alabilirsiniz
5,mobiloom,"Mükemmel paketleme uzaydan düşşe bişey olmazdı herhalde patpata sarılmıştı , telefonda birebir aynı model , mobiloomm satıcısına teşekkürler 🙏🏻"
5,Trendyol,Ürün sorunsuz ve sağlam geldi. Kargoda da sıkıntı yaşamadık
5,Nasa İletişim,güzel paketlenmişti patpatlara sarılı geldi hızlı geldi
5,Trendyol,Orijinal ürün
4,KimSatar,2 gün içinde elimde oldu. Korkarak sipariş verdim açıkçası başına ne geleceğini bilmediğim için. Yüne de sonuçtan memnunum.  Ayrıca yüksek fiyatlar ödüyoruz kargolaması bana pek iyi gelmedi. Daha sağlam daha güvenilir bir şekilde olabilirdi. 1 yıldızı ordan kırıyorum. Onun dışında güvenilirdi.
3,FixDevice,o kadar özensiz paketlenmişti ki 30 bin para verip alıyoruz poşette geliyor
5,Teknosa,Telefonfonda skktı yok çalıyor sağlam ulaştı elimize fakat özenle paket yapsanız daha iyi olucak kutuya koyup yollamışsınız 🤷🏼‍♀️
5,Teknosa,Orijinal ürün kargo hızlı ve güvenilir.
5,Trendyol,Ürün 3-4 günde geliyor satıcı hızlı. Hiçbir problem yok hem cihazda hem paketlemede gönül rahatlığıyla alabilirsiniz.
5,Trendyol,Koli ezilmiş şekilde geldi içindeki gripin naylonun çoğu patlamıştı cihazı açtım kamera odaklanma sorunu vardı. Daha sonra kendiliğinden düzeldi. Kargo dışında bir problem yaşamadım.
5,Kraft DTM,Sapasağlam geldi hiçbir sorun yok
5,Trendyol,2 gün içinde elime ulaştı.Hiç bir sorun çıkmadı. Apple garantisi
4,FixDevice,normalde 5yildiz verecektim ama adaptör gondermediginiz vermedim çok iyi telefon ama adaptör neden koymadiniz
5,Nasa İletişim,"Satici vadettigi gibi siparisimi hemen kargoladi ve kisa bir zamanda elime ulasti. Kutusu birkac kat patpata sarili halde ufak ezilmeler disinda hasarsiz ve koruma bandiyla geldi. IMEI sorgulamasini sagladim, cihaz orijinal. Yani saticidan gonul rahatligiyla siparis verebilirsiniz ☺️ cihaza gelecek olursak kalitesi tartisilmaz, kusursuz 🤌🏽"
3,Koycebine,Bi sıkıntı olmadan elime ulaştı ama jeletinsiz geldi
5,Trendyol,Hızlı bi şekilde geldi kutulama iyiydi teşekkür ederim
1,Trendyol,Hızlı teslimat diye seçmiştim 10 gün de ancak elime ulaştı. Seçim yaparken dikkat edin
4,Trendyol,Ürün sorunsuz geldi ancak garanti belgesi içerisinde küçük kare kart şeklinde başka bir belgeye daha gerek var mı bilmiyorum
1,Ceptemax ,Satıcı bu ürünü satıp göndermediği insanları kandırdığı için alışveriş yapmayım sahte kargo kodu giriyor sisteme dava açıyorum
5,Aksaray İletişim,Sapasaglam geldi cok iyi hic bir sorunu yok paketleme cok iyiydi aşırı hızlı geldi
4,Trendyol,Kargo özensizdi ama neyseki zarar görmemiş. Kutusu açılmamıştı bu da bir artı ve İPhone bildiğiniz gibi harika
5,Trendyol,Mükemmel paketleme hızlı kargo
5,Trendyol,Kargo sağlam geldi apple Türkiye garantili zaten düşünmeden alınabilir
5,Trendyol,Pazartesi sipariş verdim salı günü ulaştı ürün orijinal teşekkür ederim
4,Cepekspress,"İyi güzelde gece Photo çekerken yeşil bi ışık oluyor nokta gibi, gerçkten sinir bozucu. Tabi bunun satıcı ile ilgisi yok. Apple ın sorunu. 1 yıldızı o yüzden kırdım. Yoksa satıcı gayet güzel kargolamış ve hemen gönderdi."
1,Trendyol,urunum elime geldi ama malesef faturasi yok satin aldigim yere msj yazicam cikmiyor lutfen faturami hemen gonderin
5,Trendyol,Ürün güzel psketlenmişti orijinal
1,KimSatar,ürünüm gelmedi kargo şirketinde kayboldu kaç gündür uğrasıyorum hala para iadesi olmadı cidden asla internetten telefon alınmazmıs hak yemek bu kadar kolay işte
5,Odak iletişim,Beğendim harika bir telefon kılıf ve ekran koruma için teşekkürler kargo çok iyi paketlenmişti
5,Trendyol,HATASIZ GELDİ ÜRÜN ZATEN YORUMA İHTİYAÇ DUYMUYOR
4,Trendyol,Asla özenli paketlenmemiş. Bu kadar para verip daha özenli paketlene bilirdi.Hızlı bir şekilde ulaşırdı.
5,Teknosa,Ürün sorunsuz geldi teşekkürler
5,Nasa İletişim,Tedirgin olup aldım ama iyiki almışım kargom iki günde elime ulaştı orjinal ürün çok memnun kaldım
5,Trendyol,27 bin tl lik ürün gönderiyorsunuz koyduğunuz kutu ve sardığınız ambalaja bakar mısınız kırılmamış enteresan bi şekilde
5,Trendyol,paketleme gayet iyiydi
5,Trendyol,Ürün zaten çok başarılı sadece trendyoldan daha iyi bir kargolama beklerdim
2,Trendyol,garanti belgesi ve faturası gönderilmemiş eksik geldi.
3,CEPTELEFONU.ONLİNE,Garantisini neden yollamadınız
5,Aksaray İletişim,gayet güzel tavsiye ederim içindekiler eksik degildi her şeyi tama paketlenmesi de çok guzeldi
5,Trendyol,Valla kasım indirimiyle 25 e aldım iyi ki almışım . Tamamen orijinal ürün içinden sadece kablo çıkıyor bunu bilin zaten artık adaptör eklemiyorlamr pakete
1,Trendyol,"26.500 liralık telefonu, verdiğim adreste kapının önündeki rastgele bi adama verip kod falan sormadan gitmişler. Bir de utanmadan alıcı adına benim adımı yazmışlar. Satıcı trendyol aracı trendyol kargo trendyol ekspress? Bu olay yüzünden işimden erken çıkıp telefonu bıraktıkları adrese gittim. Sizin yüzünüzden maaşımdan bir günlük param kesilecek zararımın karşılanmasını istiyorum!!!"
5,Trendyol,özenli paketleme için çok teşekkür ederim
5,Teknosa,ürün gayet güzel sorunsuz bir şekilde geldi teşekkür ediyorum
4,Trendyol,"Sipariş: 7 Mart , 10 mart da elime ulaştı. Paketleme özenli değildi. Kutu ezilmişti telefon içinde sallanıyordu. Hasarsız geldi ama hasar alabilirdi"
5,Teknosa,Ürün belirtilen sürede elimdeydi. Kargo sorunsuz geldi ne ezilme ne yırtılma kutu çok sağlamdı. Sadece pat pata sarılı olsa daha iyi olabilirdi. Ve Teknosa faturası da içindeydi. İphone kalitesi de tabi ki bambaşka. Verilen parayı kuruşu kuruşuna hak ediyor👏🏼
5,Nasa İletişim,Çarşamba gece sipariş vermeme rağmen Cumartesi elime ulaştı kutu özenli bir şekilde pat pata sarılıydı hiçbir kusur yoktu faturası kutuyla birlikte elime ulaştı satıcı firma çok ilgiliydi ve telefon çok kalite hiç tereddüt etmeden alabilirsiniz. Her şey için teşekkürler NASA İletişim
1,Trendyol,Ürünün paketlenmesi çok kötü nasıl sağlam gelmiş hayret ettim
5,Trendyol,Ürün zaten güzel onunla ilgili çok fazla bir şey söylememe gerek yok. kargodan bahsedeyim aldıktan iki gün sonra geldi sağlam ve paketli bir şekilde. piyasada bundan daha uyguna alabileceğiniz bir satıcı yok teşekkürler Trendyol 🫶
5,CİN CİN ELEKTRONİK,"24 saat olmadan ürün elimdeydi satıcıya teşekkür ediyorum ancak daha korunaklı paketlenebilirdi. Tedbir amaçlı, üründe herhangi bir problem yok."
5,Trendyol,Sorunsuz teslim edildi. Orijinallik kontrolunu yaptım sorun yok. Apple a zaten diyecek söz yok🫠
5,Trendyol,Güvenilir ve hızlı teslimat orijinal garantili ürünüm uygun fiyata aldım teşekkürler
5,Trendyol,Telefonu koydukları kutu sanki yere koyup top oynamışlar gibi kırılıp bükülsede telefonun kutusunda sıkıntı yoktu dışındaki pat pat korumuş ama biraz daha iyi olabilir paketleme sonuçta memleket fakirlestiriliyor bu ürünlere ulaşmak zorlaşıyor ..
4,Trendyol,Teslimat dolayısıyla puanı kırdım onun dışında çok güzel güvenle tercih edebilirsiniz
5,Cepekspress,"Ürünü almak istediğimde çok araştırdım fakat ennuygun bu satıcı olduğunu düşündüm iyikide öyle düşünmüşüm bir aydır takipteydim telefon geleli bir hafta oluyor, kargoyu açarken çok heyecanlıydım ve tereddütteydim lakin mükemmel satıcı mükemmel kargo mükemmel ürün bilerek geç yorumladım üründe hiçbir sıkıntı yok ertesi gün hemen elime ulaştı etiketli kutu güzel kargolanmıştı apple kendi sitesinden sorgulattım orjinal ürün, hiç düşünmeden alabilirsiniz tam bir f/p ürünü faturasınıda talep ettim ertesi gün pazar günğ olmasına rağmen direk mailime gönderdiler ilgili firma teşekkürler CEPEKSPRESS teşekkürler TRENDYOL 🙏🏻 😇"
1,Teknosa,Kargolama 3 gün sürdü. Diyelim ki yoğunluktan oldu eyvallah. Telefon kapatıp açılmazsa şarj almıyor. Ayrıca Sinematik modda çok belirli titreme söz konusu. Ne yapacaz şimdi ? 25.000 tl verdik.
5,Trendyol,Ürün çok kaliteli ve sahlam bir şekilde geldi ama kargo geç geldi 4 gün falan sürdü
5,Yirmidört,Kargolama hızlıydı tereddüt ederek sipariş verdim ama satıcı hızlı bir şekilde kargoladı ve sorun yok
5,Trendyol,Alacağım zaman arkadaşlarım böyle şeyleri internetten alma genelde hep problem çıkıyor diyorlardı ama ben trendyol a güvendiğim için almak istedim ve iyi kide almışım sağlam bir şekilde paketleme yapılmıştı. Hızlı teslimat gerçekleştirildi. Alacak arkadaşlara şiddetle tavsiye edebilirim ki tereddütsüz sipariş verebilirsiniz.
5,Teknosa,Alırken çok tereddüt etmiştim o kadar parayı birden ödeyip ne geleceği konusunda ama tebrikler sapasaglam 🎉
1,KimSatar,Telefonumun kamerası arızalı çıktı 3 hafta sonra farkettim zoom yaptığımda lensin çizik çizik olduğunu gördüm garantiye yolladığımda ise fiziksel hasar dedi kesinlikle almayın.
1,CEPTELEFONU.ONLİNE,muukeeemmmeeelll ötesii bir ürün guzel paketlenmisti güncelleme; arkadaşlar telefonda yeşil çizgiler vardı ilk geldiği gün fark etmiştim fakat çok önemsemedim gitgide göze batmaya başladı elden alın sıfır alın aynı ekran kartı değişmiş gibi görüntü var
1,Trendyol,BU GÜN KARGO DENİLDİ ERTESİ GÜN VERDİLER ÜRÜNDE Bİ SIKINTI YOK BİR YILDIZ VERMEMİN NEDENİ ŞU SAATTE KARGODA DEYİP KARGOYA VERMEMELERİ
5,Trendyol,"Siparişi akşam verdim, ertesi sabah ulaştı, alın, aldırın, kullanın"
5,BittiBitiyor,iyi sarilmis . bir tanedaha aldim baska yerden koca kutuya koymuslar . salla sallana geldi . bu satici gayet iyi sarmis
1,Trendyol,O kadar kötü bir kargolanmış ki direk bir kutuya konulmuş ne bir patpata sarılmış ne bişey kargocu direk kapıya bırakıp gitmiş ya biri alsa ?
5,Trendyol,Telefon gayet güzel ama biraz daha özenli paketlenebilirdi
5,Nasa İletişim,ürün orjinal. güvenle alabilirsiniz. hemen kargolandığı halde biraz geç elime geçti. firmaya teşekkür ederim
5,Trendyol,Harika bir telefon kutusu kendisi sağlam geldi. ıphone 8 plustan geçiş yaptım. Fark ettimi evet etti ama 8 plusumda canavar gibiydi hakkını yemeyim
5,Nasa İletişim,Ürünler sağlam içinizde kuşku olmasın orjinaller kesinlikle ve yurt içiler gidip mağazalara boşa 1.5 2bin tl bayılmayın buradan alabilirsiniz sadece kargolamanın yavaşlığı ve yetersiz güvenlikle kargolanmasu biraz beni tilt etti onun dışında problem yok iphone 11den 13e geçtim farkı anlıyorsunuz elinize sağlık
5,Trendyol,Kargo hızlı ulaştı. Teşekkür ederiz
1,Ceptemax ,"ceptemax isimli satıcıdan trendyola da güvenerek zam öncesi satın aldım. ancak satıcı ürünü göndermemek için yurtiçi kargoyla anlaşmalı olarak sözde bir sorun varmış gibi göstererek kargoda sorun çıkardı. daha sonrasında trendyol da bu düzenbaz satıcı ile iş tutarak siparişi iptal etti. Buradaki mağduriyet trendyol tarafından yaratılmıştır. Eğer bu satıcıya ürünü göndertemeyeceğini bilsem başka bir siteden ya da satıcan biraz biraz daha fazla fiyat verip satın alabilirdim. Ancak bu büyük zamlardan dolayı şu an bütçem yetmiyor. Trendyol, Ceptemax ve Yurtiçi müşteri mağdur etme kurumu saygıyla sunar..."
5,BittiBitiyor,Ürün sıfır geldi arkadaşlar. Şuana kadar bir sıkıntı yaşamadım.
1,Trendyol,FATURASI YOK
5,Trendyol,25’inde sipariş verdim 26 sında kargom geldi. Bildiğiniz 13 biraz daha gücünüz varsa 13 pro tavsiye ederim aldığımda 21.709₺ idi
1,MediaMarkt,Sıfır kutuyu ben açtığım halde kenarı çizik geldi medya market satıcıdan aldım iademin gerçekleşmesini istiyorum.
5,Trendyol,"Yaklaşık 2 haftadır kullanıyorum, çok şık ve kaliteli. Fatura mail adresime geldi. IMEI sorgulattım orjinal sorun yok, paketlemede gayet düzgündü hasar vs. yoktu"
5,KimSatar,Çok hızlı ve güvenilir bir şekilde elime ulaştı. 26.04.2022 tarihinde saat 16.30 civarı sipariş verdim 27.04.2022 saat 11.45 te bana ulaştı. Teşekkür ederim.
5,WES GRUP,Ürün hemen ertesi gün elime ulaştı özenli paketleme yapılmıstı
5,BittiBitiyor,Ürün harika … kargo tartışılır kutu ucu ezik geldi bu durum üzdü :(
5,Yirmidört,Ürünü eşime aldım hediye paketi rica ettim yaptılar.
5,Koycebine,Satıcıya kesinlikle güvenebilirsiniz zaten kapalı kutu geliyor telefon ben tereddüt etmiştim ama herhangi bir sorun çıkmadı yaklaşık 1 buçuk gün şarjı dayanıyor ve kamerası aşırı güzel sonuna kadar tavsiyemdir
5,Odak iletişim,satıcı çok ilgili saolsunlar sağlam paketleme ile ertesi günde elime ulaştı. hiç bir sıkıntı yok
5,Hepsiihtiyaç,"2 günde, sıkıntısız elime ulaştı teşekkür ederim ☺️ telefona diyecek bir şey yok zaten efsaaneee"
5,Trendyol,Kargom 2 gün içerisinde geldi ve orijinal ürün gönül rahatlığıyla alınabilir
3,Trendyol,yorumlara bakarak aldim ürün sağlam geldi fakat çok geç geldi 3 gün sürdü ertesi gün falan da gelmedi paketleme de dandikti ama ürün sağlam sorun yok alabilirsiniz
5,Trendyol,Ürün ojinal 2 ay oldu çok memnunum
5,Ceptemax ,Güzel paketleme temiz ticaret
5,BTSTEKNOLOJI,Ürün problemsiz hızlı kargo teşekkürler
5,Trendyol,Güzel paketleme
5,Trendyol,Hızlı ve güvenli bir şekilde geldi 😍
5,KimSatar,"Sapasağlam elime ulaştı, güvenilir bir satıcı"
5,Trendyol,Telefon 2 Güne geldi güvenle alabilirsiniz
